species	biosystem_ncbi_gene_id	gene_symbol	gene_description	type_of_gene
Caenorhabditis elegans	182003	B0491.t2	tRNA	tRNA
Caenorhabditis elegans	182021	B0513.t1	tRNA	tRNA
Caenorhabditis elegans	182050	C01A2.4	hypothetical protein	protein-coding
Caenorhabditis elegans	182072	prg-2	Piwi-like protein	protein-coding
Caenorhabditis elegans	182101	C02B4.t1	tRNA	tRNA
Caenorhabditis elegans	182102	C02B4.t2	tRNA	tRNA
Caenorhabditis elegans	182111	C02D4.t1	tRNA	tRNA
Caenorhabditis elegans	182132	C03A3.t1	tRNA	tRNA
Caenorhabditis elegans	182186	C04A2.t1	tRNA	tRNA
Caenorhabditis elegans	182187	C04A11.t1	tRNA	tRNA
Caenorhabditis elegans	182199	rte-1	tRNA	tRNA
Caenorhabditis elegans	182206	C04E7.t1	tRNA	tRNA
Caenorhabditis elegans	182218	C04F2.t1	tRNA	tRNA
Caenorhabditis elegans	182229	rnh-1.3	RNase H	protein-coding
Caenorhabditis elegans	182249	C05C9.t1	tRNA	tRNA
Caenorhabditis elegans	182250	C05C9.t2	tRNA	tRNA
Caenorhabditis elegans	182269	C05E7.t1	tRNA	tRNA
Caenorhabditis elegans	182270	C05E7.t2	tRNA	tRNA
Caenorhabditis elegans	182271	C05E7.t3	tRNA	tRNA
Caenorhabditis elegans	182277	C05G6.t1	tRNA	tRNA
Caenorhabditis elegans	182286	mvb-12	MVB (yeast MultiVesicular Body sorting factor) related	protein-coding
Caenorhabditis elegans	182291	stdh-1	Putative steroid dehydrogenase 1	protein-coding
Caenorhabditis elegans	182322	ubc-22	UBiquitin Conjugating enzyme	protein-coding
Caenorhabditis elegans	182323	sup-21	tRNA	tRNA
Caenorhabditis elegans	182332	C06E4.t1	tRNA	tRNA
Caenorhabditis elegans	182338	C06G1.t1	tRNA	tRNA
Caenorhabditis elegans	182339	C06G1.t2	tRNA	tRNA
Caenorhabditis elegans	182340	C06G1.t3	tRNA	tRNA
Caenorhabditis elegans	182341	C06G1.t4	tRNA	tRNA
Caenorhabditis elegans	182345	C06G4.t1	tRNA	tRNA
Caenorhabditis elegans	182374	C07E3.9	Phospholipase A(2)	protein-coding
Caenorhabditis elegans	182392	C08B11.8	Probable dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase	protein-coding
Caenorhabditis elegans	182444	C09B9.t1	tRNA	tRNA
Caenorhabditis elegans	182474	tsg-101	Tumor Susceptibility Gene homolog	protein-coding
Caenorhabditis elegans	182504	C10G8.t1	tRNA	tRNA
Caenorhabditis elegans	182513	gpx-3	Glutathione peroxidase 3	protein-coding
Caenorhabditis elegans	182518	C11E4.t1	tRNA	tRNA
Caenorhabditis elegans	182523	C11G10.t1	tRNA	tRNA
Caenorhabditis elegans	182527	C12C8.t1	tRNA	tRNA
Caenorhabditis elegans	182528	C12C8.t2	tRNA	tRNA
Caenorhabditis elegans	182529	C12C8.t3	tRNA	tRNA
Caenorhabditis elegans	182530	C12C8.t4	tRNA	tRNA
Caenorhabditis elegans	182531	C12C8.t5	tRNA	tRNA
Caenorhabditis elegans	182532	C12C8.t6	tRNA	tRNA
Caenorhabditis elegans	182560	C13B4.t1	tRNA	tRNA
Caenorhabditis elegans	182598	C14B9.t1	tRNA	tRNA
Caenorhabditis elegans	182599	C14B9.t2	tRNA	tRNA
Caenorhabditis elegans	182614	got-1.3	Glutamate Oxaloacetate Transaminase	protein-coding
Caenorhabditis elegans	182620	C14F11.t1	tRNA	tRNA
Caenorhabditis elegans	182631	C15C6.t1	tRNA	tRNA
Caenorhabditis elegans	182644	prx-3	PeRoXisome assembly factor	protein-coding
Caenorhabditis elegans	182648	rpoa-12	DNA-directed RNA polymerase subunit	protein-coding
Caenorhabditis elegans	182652	C16B8.t1	tRNA	tRNA
Caenorhabditis elegans	182653	C16B8.t2	tRNA	tRNA
Caenorhabditis elegans	182654	C16B8.t3	tRNA	tRNA
Caenorhabditis elegans	182690	C16D9.t4	tRNA	tRNA
Caenorhabditis elegans	182691	C16D9.t2	tRNA	tRNA
Caenorhabditis elegans	182692	C16D9.t3	tRNA	tRNA
Caenorhabditis elegans	182695	C16H3.t1	tRNA	tRNA
Caenorhabditis elegans	182696	C16H3.t2	tRNA	tRNA
Caenorhabditis elegans	182763	C18A11.t1	tRNA	tRNA
Caenorhabditis elegans	182764	C18A11.t2	tRNA	tRNA
Caenorhabditis elegans	182787	C18D4.t1	tRNA	tRNA
Caenorhabditis elegans	182789	cal-2	CALmodulin related genes	protein-coding
Caenorhabditis elegans	182865	C24H11.t1	tRNA	tRNA
Caenorhabditis elegans	182875	tag-72	mRNA cap guanine-N7 methyltransferase	protein-coding
Caenorhabditis elegans	182898	C25F6.t1	tRNA	tRNA
Caenorhabditis elegans	182899	C25F6.t2	tRNA	tRNA
Caenorhabditis elegans	182900	C25F6.t3	tRNA	tRNA
Caenorhabditis elegans	182901	C25F6.t4	tRNA	tRNA
Caenorhabditis elegans	182946	C26G2.t1	tRNA	tRNA
Caenorhabditis elegans	182950	C27A2.t1	tRNA	tRNA
Caenorhabditis elegans	182955	C27A12.t1	tRNA	tRNA
Caenorhabditis elegans	182973	C28A5.t1	tRNA	tRNA
Caenorhabditis elegans	182974	C28A5.t2	tRNA	tRNA
Caenorhabditis elegans	182975	C28A5.t3	tRNA	tRNA
Caenorhabditis elegans	182991	C28G1.t1	tRNA	tRNA
Caenorhabditis elegans	182992	C28G1.t2	tRNA	tRNA
Caenorhabditis elegans	182993	C28G1.t3	tRNA	tRNA
Caenorhabditis elegans	182994	C28G1.t4	tRNA	tRNA
Caenorhabditis elegans	183000	gsto-1	Glutathione transferase omega-1	protein-coding
Caenorhabditis elegans	183009	C29F4.t1	tRNA	tRNA
Caenorhabditis elegans	183018	C29F7.t1	tRNA	tRNA
Caenorhabditis elegans	183019	C29F7.t2	tRNA	tRNA
Caenorhabditis elegans	183020	C29F7.t3	tRNA	tRNA
Caenorhabditis elegans	183052	C30E1.t1	tRNA	tRNA
Caenorhabditis elegans	183056	nmur-4	NMUR (NeuroMedin U Receptor) homolog	protein-coding
Caenorhabditis elegans	183089	C31E10.t1	tRNA	tRNA
Caenorhabditis elegans	183101	C31H2.4	Putative protein C31H2.4	protein-coding
Caenorhabditis elegans	183125	pde-5	Probable 3',5'-cyclic phosphodiesterase pde-5	protein-coding
Caenorhabditis elegans	183155	gba-2	Putative glucosylceramidase 2	protein-coding
Caenorhabditis elegans	183171	C33G3.t2	tRNA	tRNA
Caenorhabditis elegans	183246	C35E7.t1	tRNA	tRNA
Caenorhabditis elegans	183250	prp-4	yeast PRP (splicing factor) related	protein-coding
Caenorhabditis elegans	183277	C36C9.t2	tRNA	tRNA
Caenorhabditis elegans	183282	C36F7.t2	tRNA	tRNA
Caenorhabditis elegans	183283	C36F7.t3	tRNA	tRNA
Caenorhabditis elegans	183285	C37A2.t1	tRNA	tRNA
Caenorhabditis elegans	183287	C37A5.t1	tRNA	tRNA
Caenorhabditis elegans	183288	vps-32.2	related to yeast Vacuolar Protein Sorting factor	protein-coding
Caenorhabditis elegans	183308	C38C6.t1	tRNA	tRNA
Caenorhabditis elegans	183339	C39D10.t1	tRNA	tRNA
Caenorhabditis elegans	183340	C39D10.t2	tRNA	tRNA
Caenorhabditis elegans	183360	C40C9.t1	tRNA	tRNA
Caenorhabditis elegans	183361	C40C9.t2	tRNA	tRNA
Caenorhabditis elegans	183374	C40H5.t1	tRNA	tRNA
Caenorhabditis elegans	183400	tag-335	Mannose-1-phosphate guanyltransferase beta	protein-coding
Caenorhabditis elegans	183407	C42D8.t1	tRNA	tRNA
Caenorhabditis elegans	183421	C43G2.t1	tRNA	tRNA
Caenorhabditis elegans	183422	C43G2.t2	tRNA	tRNA
Caenorhabditis elegans	183430	C44B7.7	hypothetical protein	protein-coding
Caenorhabditis elegans	183432	C44B7.t1	tRNA	tRNA
Caenorhabditis elegans	183461	C44H4.6	hypothetical protein	protein-coding
Caenorhabditis elegans	183522	C46H11.3	Probable actin-related protein 2/3 complex subunit 5	protein-coding
Caenorhabditis elegans	183530	ddo-1	D-aspartate (D) Oxidase	protein-coding
Caenorhabditis elegans	183542	ZK154.t1	tRNA	tRNA
Caenorhabditis elegans	183546	cdd-1	CytiDine Deaminase	protein-coding
Caenorhabditis elegans	183554	C47E8.t1	tRNA	tRNA
Caenorhabditis elegans	183577	C48C5.t1	tRNA	tRNA
Caenorhabditis elegans	183578	C48C5.t2	tRNA	tRNA
Caenorhabditis elegans	183579	C48C5.t3	tRNA	tRNA
Caenorhabditis elegans	183580	C48C5.t4	tRNA	tRNA
Caenorhabditis elegans	183595	tkr-2	TachyKinin Receptor family	protein-coding
Caenorhabditis elegans	183616	C49F5.t1	tRNA	tRNA
Caenorhabditis elegans	183732	C52E12.t3	tRNA	tRNA
Caenorhabditis elegans	183734	C52G5.t1	tRNA	tRNA
Caenorhabditis elegans	183749	C53C7.t1	tRNA	tRNA
Caenorhabditis elegans	183750	C53C7.t2	tRNA	tRNA
Caenorhabditis elegans	183751	C53C7.t3	tRNA	tRNA
Caenorhabditis elegans	183762	C53D6.t1	tRNA	tRNA
Caenorhabditis elegans	183790	C54E4.5	hypothetical protein	protein-coding
Caenorhabditis elegans	183871	C56G3.t1	tRNA	tRNA
Caenorhabditis elegans	183873	C56G7.t1	tRNA	tRNA
Caenorhabditis elegans	183887	D1007.4	hypothetical protein	protein-coding
Caenorhabditis elegans	183893	D1009.t1	tRNA	tRNA
Caenorhabditis elegans	183894	D1009.t2	tRNA	tRNA
Caenorhabditis elegans	183902	gcsh-1	Glycine Cleavage System H protein	protein-coding
Caenorhabditis elegans	183911	gst-42	Probable maleylacetoacetate isomerase	protein-coding
Caenorhabditis elegans	183940	mrpl-18	39S ribosomal protein L18, mitochondrial	protein-coding
Caenorhabditis elegans	183957	D2063.1	hypothetical protein	protein-coding
Caenorhabditis elegans	183959	atg-10	AuTophaGy (yeast Atg homolog)	protein-coding
Caenorhabditis elegans	183971	pgp-11	P-GlycoProtein related	protein-coding
Caenorhabditis elegans	183975	mfb-1	MAFBx (F-box) protein homolog	protein-coding
Caenorhabditis elegans	183981	pde-3	PhosphoDiEsterase	protein-coding
Caenorhabditis elegans	183982	E01H11.t1	tRNA	tRNA
Caenorhabditis elegans	184011	E03E2.t1	tRNA	tRNA
Caenorhabditis elegans	184012	E03E2.t2	tRNA	tRNA
Caenorhabditis elegans	184013	E03E2.t3	tRNA	tRNA
Caenorhabditis elegans	184065	ech-9	Enoyl-CoA Hydratase	protein-coding
Caenorhabditis elegans	184070	F01G12.t1	tRNA	tRNA
Caenorhabditis elegans	184087	rte-5	tRNA	tRNA
Caenorhabditis elegans	184088	F02D10.t2	tRNA	tRNA
Caenorhabditis elegans	184089	F02D10.t3	tRNA	tRNA
Caenorhabditis elegans	184091	aps-2	AdaPtin, Small chain (clathrin associated complex)	protein-coding
Caenorhabditis elegans	184100	F02E11.t1	tRNA	tRNA
Caenorhabditis elegans	184167	acox-3	Acyl-coenzyme A oxidase	protein-coding
Caenorhabditis elegans	184193	F08F1.t1	tRNA	tRNA
Caenorhabditis elegans	184194	F08F1.t2	tRNA	tRNA
Caenorhabditis elegans	184195	F08F1.t3	tRNA	tRNA
Caenorhabditis elegans	184207	F08G5.t1	tRNA	tRNA
Caenorhabditis elegans	184208	F08G5.t2	tRNA	tRNA
Caenorhabditis elegans	184209	F08G5.t3	tRNA	tRNA
Caenorhabditis elegans	184222	F09B9.t1	tRNA	tRNA
Caenorhabditis elegans	184223	F09B9.t2	tRNA	tRNA
Caenorhabditis elegans	184288	F10C1.t1	tRNA	tRNA
Caenorhabditis elegans	184289	F10C1.t2	tRNA	tRNA
Caenorhabditis elegans	184305	F10E9.5	hypothetical protein	protein-coding
Caenorhabditis elegans	184326	F11A1.t1	tRNA	tRNA
Caenorhabditis elegans	184327	F11A1.t2	tRNA	tRNA
Caenorhabditis elegans	184337	stdh-2	Putative steroid dehydrogenase 2	protein-coding
Caenorhabditis elegans	184339	F11A5.t1	tRNA	tRNA
Caenorhabditis elegans	184380	F12D9.t1	tRNA	tRNA
Caenorhabditis elegans	184381	F12D9.t2	tRNA	tRNA
Caenorhabditis elegans	184382	F12D9.t3	tRNA	tRNA
Caenorhabditis elegans	184383	F12D9.t4	tRNA	tRNA
Caenorhabditis elegans	184384	F12D9.t5	tRNA	tRNA
Caenorhabditis elegans	184385	F12D9.t6	tRNA	tRNA
Caenorhabditis elegans	184405	gst-44	Glutathione S-Transferase	protein-coding
Caenorhabditis elegans	184433	F13G11.t1	tRNA	tRNA
Caenorhabditis elegans	184440	F13H8.9	hypothetical protein	protein-coding
Caenorhabditis elegans	184444	F14B4.t1	tRNA	tRNA
Caenorhabditis elegans	184445	F14B4.t2	tRNA	tRNA
Caenorhabditis elegans	184448	F14B6.t1	tRNA	tRNA
Caenorhabditis elegans	184449	F14B6.t2	tRNA	tRNA
Caenorhabditis elegans	184452	F14B8.t1	tRNA	tRNA
Caenorhabditis elegans	184474	F14F7.t1	tRNA	tRNA
Caenorhabditis elegans	184501	F14H8.t1	tRNA	tRNA
Caenorhabditis elegans	184520	F15A8.t1	tRNA	tRNA
Caenorhabditis elegans	184521	F15A8.t2	tRNA	tRNA
Caenorhabditis elegans	184524	F15B9.t1	tRNA	tRNA
Caenorhabditis elegans	184529	F15D3.t1	tRNA	tRNA
Caenorhabditis elegans	184546	F15G9.t1	tRNA	tRNA
Caenorhabditis elegans	184547	F15G9.t2	tRNA	tRNA
Caenorhabditis elegans	184552	F15H9.t1	tRNA	tRNA
Caenorhabditis elegans	184609	F17A2.t1	tRNA	tRNA
Caenorhabditis elegans	184626	F17H10.t1	tRNA	tRNA
Caenorhabditis elegans	184637	F18C5.t1	tRNA	tRNA
Caenorhabditis elegans	184650	F18F11.1	hypothetical protein	protein-coding
Caenorhabditis elegans	184657	F18G5.t1	tRNA	tRNA
Caenorhabditis elegans	184658	F18G5.t2	tRNA	tRNA
Caenorhabditis elegans	184692	F19G12.2	hypothetical protein	protein-coding
Caenorhabditis elegans	184701	F19H6.t1	tRNA	tRNA
Caenorhabditis elegans	184754	F21A3.t2	tRNA	tRNA
Caenorhabditis elegans	184762	F21C3.t1	tRNA	tRNA
Caenorhabditis elegans	184816	F22B7.t1	tRNA	tRNA
Caenorhabditis elegans	184817	F22B7.t2	tRNA	tRNA
Caenorhabditis elegans	184818	F22B7.t3	tRNA	tRNA
Caenorhabditis elegans	184819	F22B7.t4	tRNA	tRNA
Caenorhabditis elegans	184820	F22B7.t5	tRNA	tRNA
Caenorhabditis elegans	184827	nduf-6	Probable NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial	protein-coding
Caenorhabditis elegans	184845	pgp-13	P-GlycoProtein related	protein-coding
Caenorhabditis elegans	184852	F22F1.t1	tRNA	tRNA
Caenorhabditis elegans	184853	F22F1.t2	tRNA	tRNA
Caenorhabditis elegans	184854	F22F1.t3	tRNA	tRNA
Caenorhabditis elegans	184855	F22F1.t4	tRNA	tRNA
Caenorhabditis elegans	184856	F22F1.t5	tRNA	tRNA
Caenorhabditis elegans	184857	F22F1.t6	tRNA	tRNA
Caenorhabditis elegans	184858	F22F1.t7	tRNA	tRNA
Caenorhabditis elegans	184859	F22F1.t8	tRNA	tRNA
Caenorhabditis elegans	184860	F22F1.t9	tRNA	tRNA
Caenorhabditis elegans	184869	F22G12.t1	tRNA	tRNA
Caenorhabditis elegans	184870	F22G12.t2	tRNA	tRNA
Caenorhabditis elegans	184877	F22H10.t1	tRNA	tRNA
Caenorhabditis elegans	184881	F23A7.t1	tRNA	tRNA
Caenorhabditis elegans	184886	rpb-12	RNA Polymerase II (B) subunit	protein-coding
Caenorhabditis elegans	184898	F23D12.t1	tRNA	tRNA
Caenorhabditis elegans	184899	F23D12.t2	tRNA	tRNA
Caenorhabditis elegans	184910	crls-1	Probable cardiolipin synthase (CMP-forming)	protein-coding
Caenorhabditis elegans	184917	F25B4.7	hypothetical protein	protein-coding
Caenorhabditis elegans	184932	F25F6.t1	tRNA	tRNA
Caenorhabditis elegans	184933	F25F6.t2	tRNA	tRNA
Caenorhabditis elegans	184935	asns-1	Asparagine synthetase	protein-coding
Caenorhabditis elegans	185007	F27B10.t1	tRNA	tRNA
Caenorhabditis elegans	185016	F27D4.t1	tRNA	tRNA
Caenorhabditis elegans	185020	rte-3	tRNA	tRNA
Caenorhabditis elegans	185026	F27E11.t1	tRNA	tRNA
Caenorhabditis elegans	185070	F28F5.t1	tRNA	tRNA
Caenorhabditis elegans	185073	F28F8.t1	tRNA	tRNA
Caenorhabditis elegans	185074	F28F8.t2	tRNA	tRNA
Caenorhabditis elegans	185075	F28F8.t3	tRNA	tRNA
Caenorhabditis elegans	185076	F28F8.t4	tRNA	tRNA
Caenorhabditis elegans	185088	F28H6.t1	tRNA	tRNA
Caenorhabditis elegans	185089	F28H6.t2	tRNA	tRNA
Caenorhabditis elegans	185090	F28H6.t3	tRNA	tRNA
Caenorhabditis elegans	185091	F28H6.t4	tRNA	tRNA
Caenorhabditis elegans	185092	F28H6.t5	tRNA	tRNA
Caenorhabditis elegans	185093	F28H6.t6	tRNA	tRNA
Caenorhabditis elegans	185094	F28H6.t7	tRNA	tRNA
Caenorhabditis elegans	185109	mrps-21	Mitochondrial Ribosomal Protein, Small	protein-coding
Caenorhabditis elegans	185113	F29C4.t1	tRNA	tRNA
Caenorhabditis elegans	185145	F31B12.t1	tRNA	tRNA
Caenorhabditis elegans	185162	F31E9.t1	tRNA	tRNA
Caenorhabditis elegans	185184	F32A6.t1	tRNA	tRNA
Caenorhabditis elegans	185195	F32B4.t1	tRNA	tRNA
Caenorhabditis elegans	185231	F33D11.t1	tRNA	tRNA
Caenorhabditis elegans	185232	F33D11.t2	tRNA	tRNA
Caenorhabditis elegans	185236	F33G12.t1	tRNA	tRNA
Caenorhabditis elegans	185243	F34H10.1	Probable ribosomal protein F34H10.1	protein-coding
Caenorhabditis elegans	185246	F34H10.t1	tRNA	tRNA
Caenorhabditis elegans	185251	F35A5.t1	tRNA	tRNA
Caenorhabditis elegans	185327	F35H8.t1	tRNA	tRNA
Caenorhabditis elegans	185330	F35H10.5	hypothetical protein	protein-coding
Caenorhabditis elegans	185359	F36D4.t1	tRNA	tRNA
Caenorhabditis elegans	185360	F36D4.t2	tRNA	tRNA
Caenorhabditis elegans	185404	F37A4.5	hypothetical protein	protein-coding
Caenorhabditis elegans	185471	F38E9.t1	tRNA	tRNA
Caenorhabditis elegans	185472	F38E9.t2	tRNA	tRNA
Caenorhabditis elegans	185475	F38G1.t1	tRNA	tRNA
Caenorhabditis elegans	185476	F38G1.t2	tRNA	tRNA
Caenorhabditis elegans	185485	F39B1.t1	tRNA	tRNA
Caenorhabditis elegans	185486	F39B1.t2	tRNA	tRNA
Caenorhabditis elegans	185500	ugt-61	UDP-glucuronosyltransferase	protein-coding
Caenorhabditis elegans	185518	T22F3.t4	tRNA	tRNA
Caenorhabditis elegans	185577	F40H6.t1	tRNA	tRNA
Caenorhabditis elegans	185588	F41A4.t1	tRNA	tRNA
Caenorhabditis elegans	185614	F41D9.t2	tRNA	tRNA
Caenorhabditis elegans	185615	F41D9.t3	tRNA	tRNA
Caenorhabditis elegans	185616	F41D9.t4	tRNA	tRNA
Caenorhabditis elegans	185623	npr-6	NeuroPeptide Receptor family	protein-coding
Caenorhabditis elegans	185659	F42A10.t1	tRNA	tRNA
Caenorhabditis elegans	185666	F42D1.t1	tRNA	tRNA
Caenorhabditis elegans	185672	F42F12.t1	tRNA	tRNA
Caenorhabditis elegans	185683	F42G10.t1	tRNA	tRNA
Caenorhabditis elegans	185687	F42H10.t1	tRNA	tRNA
Caenorhabditis elegans	185694	F43C9.t1	tRNA	tRNA
Caenorhabditis elegans	185712	F43E12.t1	tRNA	tRNA
Caenorhabditis elegans	185722	F44A2.t1	tRNA	tRNA
Caenorhabditis elegans	185803	mrpl-14	Mitochondrial Ribosomal Protein, Large	protein-coding
Caenorhabditis elegans	185815	F45G2.t1	tRNA	tRNA
Caenorhabditis elegans	185879	F46G11.t1	tRNA	tRNA
Caenorhabditis elegans	185880	F46G11.t2	tRNA	tRNA
Caenorhabditis elegans	185884	F47A4.t1	tRNA	tRNA
Caenorhabditis elegans	185937	F47E1.t1	tRNA	tRNA
Caenorhabditis elegans	185938	F47E1.t2	tRNA	tRNA
Caenorhabditis elegans	185948	F47G6.t1	tRNA	tRNA
Caenorhabditis elegans	185983	F48E3.t1	tRNA	tRNA
Caenorhabditis elegans	186020	F49C5.t1	tRNA	tRNA
Caenorhabditis elegans	186021	F49C5.t2	tRNA	tRNA
Caenorhabditis elegans	186022	F49C5.t3	tRNA	tRNA
Caenorhabditis elegans	186023	F49C5.t4	tRNA	tRNA
Caenorhabditis elegans	186037	F49D11.t1	tRNA	tRNA
Caenorhabditis elegans	186038	F49D11.t2	tRNA	tRNA
Caenorhabditis elegans	186040	F49E2.t1	tRNA	tRNA
Caenorhabditis elegans	186041	F49E7.t1	tRNA	tRNA
Caenorhabditis elegans	186042	F49E7.t2	tRNA	tRNA
Caenorhabditis elegans	186043	F49E7.t3	tRNA	tRNA
Caenorhabditis elegans	186044	cdd-2	CytiDine Deaminase	protein-coding
Caenorhabditis elegans	186057	ubc-24	UBiquitin Conjugating enzyme	protein-coding
Caenorhabditis elegans	186073	F49H6.5	hypothetical protein	protein-coding
Caenorhabditis elegans	186094	F52C6.12	hypothetical protein	protein-coding
Caenorhabditis elegans	186099	F52C9.t1	tRNA	tRNA
Caenorhabditis elegans	186119	F52E10.t1	tRNA	tRNA
Caenorhabditis elegans	186120	F52E10.t2	tRNA	tRNA
Caenorhabditis elegans	186121	F52E10.t3	tRNA	tRNA
Caenorhabditis elegans	186122	F52E10.t4	tRNA	tRNA
Caenorhabditis elegans	186123	F52E10.t5	tRNA	tRNA
Caenorhabditis elegans	186134	F52H2.6	Diminuto-like protein	protein-coding
Caenorhabditis elegans	186135	F52H2.t1	tRNA	tRNA
Caenorhabditis elegans	186136	F52H2.t2	tRNA	tRNA
